Address,dragon_count,Balance
juno1jqup4hf2jmfcfndduydr2rtqtv8ypvzdckcq6p,1,1025
juno1uegmut5dp5k3rc0xxdgluksmqewf3k8qnducrw,6,2904
juno1s3c7q7vxe557h6tv3yw2hwpp0w4wgjqtqze2ug,1,1010
juno156v8w003ztexdzp0l0rs5jpenk68jnprku6njh,3,1005
juno1pc8qd3fnt98j6ndsvxspmzvpgfhjlt2hdjzyqf,1,899
juno1etwruy48q0j2s0vj3qpee6nu938fvde6q49alz,9,1358
juno16d7uqf38v62d68m0zjce90astv4xesj639yz6j,2,921
juno16fygzkuwu5jp38enptyl7t65lu6k5qdxmpfv22,3,1676
juno19fumfhgfvp2q7lffvaypwwmuz93wfrdsrjulgz,1,916
juno1de0eyu5u867fsyg22w98c0ydpslccjp8xmsxay,2,917
juno1tq9rfnr0pmq005mwt8qdmh5fhfjaf8w5n0x3vl,2,857
juno19y77vt252fu6cqxj2f0c90x3hyd0ty7yfkgzkv,4,1120
juno1e0fafwjn3qp4s8g5zd6k8nz84tj9w6x8av40j8,5,1053
juno1c5l0d0pwm6m34m9yph3xaudh6u44nae4tynfsq,1,800
juno1mklxx9jmkxxpdkrtvz99c8wh256l82muuj0vxe,2,1470
juno1ydrskl8w27n3dyxzgl233uazpgxarerd0fgj5k,3,1366
juno1pz0a4rzkszss4dzs7yfukuskqtjg739g3qzgsp,3,815
juno1j8pddvf2657wz6vglgrgpc36ny2kg4ctftvrum,6,763
juno1dj7p6yn4u5ywph5a5xh2lnx5vzwhwxsldncrr0,6,1225
juno1czq9u66r7ueffe9pfengt9paaqvx0ya4g5s7gd,9,1691
juno1g6mw23zvgpk3g4h26sd7n2dfc29w8zeva5m6lh,3,923
juno1zd5xv7fq0f64u9cv4j0xte7mrepex0mcgy4fwk,3,810
juno1dq7aykz00wtk7mfcw7eaylymknatdh5hhymcpu,12,1356
juno1q4t88j9krpx2n46hueqxkwuyh8d40w4uyr6vxm,8,688
juno1mrlkzgvv9n2ft0caxtggm6uzhc8my4hwapy2u8,8,805
juno143nyvk2k2xu3yhfu6x95t9l3nfy4v0tr46x2cn,1,608
juno1apvsay7qcqx6mrh7d4acva0y3chf445rjpezxf,3,692
juno14f7vnapm37460dtz79wj3jhx7fagvzxzr6v4tv,4,1965
juno1gj0xggmcyndpmss5qqtadjn9mf7pny3g2q3jem,2,865
juno14turvgzg65k0n9w8w6axt7dz868yuh8uppzwm6,2,660
juno1laavadm883aw9hvrvz5yu83qm6ushflcyfut29,5,1573
juno1r9szg4zt2xjfd68tw5cf30ucpdejy8asp8z0qx,1,660
juno1zcj5xw24tvjnyl7awhtutdfarvxmqfqxc5pd2m,7,1193
juno1j575t9askwsk66hjsqp96lndkct37cv0ck5ajk,2,862
juno10txfsm8yg57ry7pfdgg7u9uts92mtzqyqf2num,3,681
juno16rh40g56w6ypk8kmslkgfl7a35mze0zsdnrsf5,5,1910
juno1mwm6fh3d495wqzjvkxeglpg4l8jtsyr2ukyymx,1,608
juno1l3hvxfhwdq603lt24az4eq88guksr0fdjpk6cu,1,605
juno15pks8v7a7vy5y0ya6l5jgwwp3pxgrayh25wx4e,3,1073
juno1dg7e9d3wlfjwevl4zd2rt7turd9u6grs20rfyj,1,605
juno1zqhlrhc9k5delwltcnr6u2cuvtszd7a5dvswru,2,680
juno130p3qtmtsquak0x68njgd4l8mqlejexjhp480g,2,505
juno10arenawv4p23x5w5zkzme77cgq3hm6ph0mrxc2,2,608
juno1j4z3ekukntuxay0vm030mvujne5t9u43x0tz46,3,1060
juno162en8rzdr8cz9vz4xpsm8rjs4ujjg8422l5yen,1,585
juno1mwxsz2nh3sagjr8tdgfmw72gzqmp23vn2nrwjj,6,1034
juno1g3mhhfh5npysxrsv3gqw7r00arksk5xpymgxyt,5,736
juno1eh943mh69v6vpz3zgznlewlj37vmzmnwrg6avk,1,548
juno1puhv56dxvuea7nfmg7sxl9rp3cl7qr0py2vyps,12,1520
juno1jsl5cs098lj37nf4h0d7durf20ajjnw2tzgynd,2,699
juno1dpltqq0vx52vkarvy07rjer92thkufgt4hx4jd,1,551
juno194ss0mytjxpf6fmsjrgfn8ly8g4fuy3znwn7d8,3,620
juno1mxmgq54qy6pa38t7sgrxesc884jnm0pw4dzlgv,1,552
juno18fvt4pg9mlf77p70ps20fpg4xcvgfhhunmpkvk,3,875
juno1fvd5ch4qwkawkeeury4eh857djrmx30nkv072y,12,1365
juno1mlqymygm837ka2pcd3ln6hffsvtfapm9jrlaen,5,628
juno1jlwwxxkz6crealj0asve9kt07y55qyv70xvc0q,3,684
juno1phnz0hhvexfqqqk0fafzj34y9ra40jffhl206a,3,911
juno1kstdduh0d9ykw0d0qjua3n236k27rtcvyrcmqm,9,1309
juno1w7rnldwru2p702nujkrfdf8204nswqjy0g0wrc,11,2780
juno183tjjupfld4xy8z5fgp3jux6zl0yzwrskfsgfn,9,931
juno1na96jft9gfmkzrvn8yv3gx5jt4jkjrap8gdv6l,3,572
juno16lnd8nj90u8nuudxwzrexrrxfrxga226c8cgfj,2,569
juno1g03qlthqvc5ewl3553kanh262jlkn4uazpf2cx,4,754
juno1lvtjp22lrr0fq3nj9aes7mdcqcfstpxh4hzavd,8,1564
juno125752w9sc0xzlrsvqd4gdjfs3att7x4lm3hvn5,5,717
juno1urf983742tqpdy0s7yvxnuyqp5k6x6t2mr457z,9,780
juno1dhhr5lgf3zfvdl4zutqdecxxw934cmanl70f32,12,984
juno1lx7htk5sl5w43k5796kxyr9lga6ppxkhf4skyp,2,403
juno16gy7c2uttx6qxw5k2u5r4gzgsy2g94d028hc7p,25,3669
juno12fgd59us7wvdvgsdrry6wgwfvz6qdf9v60nqjt,1,478
juno1grlcpcgw5yvrw936ejz377c788qmajgjymf7qt,2,464
juno12z4jtpke4qhwl00z7s82ewdfnhkg8c0ckuch4q,1,444
juno1my7ypd7m4dzrklasg5lj8gs9ff526cvgez780t,4,582
juno1s2w9z3ad0quyxd8re7hw786eaq8a9r5aqs5pum,1,410
juno19cphf4mapvq9athkahry6a7l6haykcz7xfew62,6,594
juno1jy0shvuze2jcz3hc475uqrqk5lzfesuc5ckmg9,1,391
juno12ykuawz9k4fckhah5n042xs6d9gdahhxu9hn4p,1,440
juno1wqfxtchwqdlldy750879wzypy53rw33zvnndg5,3,617
juno1985vqh37w7jfhw6s6pdw07hpjx40c4aqrag54s,2,449
juno1k8zklwyxdq50aakvs2k0evavju3qflcats7fal,7,828
juno1pm8jhqcmjhh85u5ja0yqcahk42n5dsgc75ucsj,10,991
juno1wz63q7ze34mqhmdvv2gs3lznr6sgn3yrmdt43k,1,400
juno1lcvgw8s9uqvtjnem8h4txqhpvj5evdgdgs52rj,1,300
juno10akusku6e0qhpqmmk2dye8gzwva7nv3nfugsmx,2,555
juno1m3c6ekmk3ps28vdhae2lhgpf7yg6wxqtyuc6u4,5,1236
juno1my6g34yk6khcvj2j9rywq4ud4pcr79pzs79g8k,1,401
juno1q4t4s0cgnpm6qkjjf38jvf3dsghr8hle7f97sp,1,387
juno1qycsdv4qa3dpcrhyfqee5yjzsru4y7dd0s08v8,14,663
juno1d4s4hmm2x6dxz3pvwmzqqkwjvc22dhu6dty228,1,436
juno1xq0kl3fxwjlfuxcrgzjjw96yur03uwkxjvzv7e,2,385
juno1p64d8tal0tc02csp0h9cflxr0lfcaxqxj0848t,3,850
juno1npu5sew9ca9z959deaz6epmtyl2ndg244xuzhe,27,1282
juno14rkr63rmef0cmmfzs6a7xluyqkwxh6zj2e8gnp,8,521
juno17dhj8n2y4tzv2kzx5ry30gfyleh04jdkwwq8jk,13,1258
juno1vd8u3tlryxvlpdc62juxqjz8ek395utsnxwzza,1,416
juno1pyk4gcm000h3xdvpyzue2ed0d0wg9rrh8ptz7a,7,432
juno18xw2gdvg7xr9yjvtvyt48de2lyk794s5k2zncf,2,471
juno18prwkzhlm6tvwkzndggp8dygpaml6894dg5wcg,2,429
juno10ef8zzkqsqp8f4f643842qr62a8uvpg0vaduhs,3,629
juno156km05472n4rvsy2f45deqq8nysaa6lv868k8h,1,248
juno1f63y8twj2nu4jp048xe9ysygkzj0kpxrdkdxk0,2,266
juno12aeetapaptmtt2a82raerweju3m2sukv5vvgm2,17,1367
juno1jwd9pnzlk3xvtnquv0myne8d4pgc6rpsj0cay3,8,697
juno1awg7ws2wfdsdl5hytqd5g3ff54tmhw7yducrn6,4,706
juno1s3c4kwhsayund4gwwfz36vjl4j5lr84wlm8ccj,4,727
juno134lcskx269h0chxr0lt7juksd2xj67g0vnxzcm,6,1890
juno1ckmdermeu9kk7eknjxz2lcp46yaycygqc00pxe,7,1078
juno1u2pscwwu3fgc4symw2xxh0leewgtx45grwjxrr,2,418
juno1dtj6yncrdtyr2tkzfxa2jrlav7es8uxfqtaay4,1,321
juno10dxmgag7lyaykxx73spsshjgtg8sakqmq8vxkv,2,353
juno1pyjpgndh34qzqjxwuqfs9gnnd68rxahknvahe0,8,461
juno17kx7qc5r24uxwxjefztwk5x3mxc6qnkgre6azj,4,1031
juno1ctt6ajrpcaurejugkfchnpdz6ceyxux88r2mdj,3,547
juno1p0r06vyaz8z66qn2hy7h54glgved4quklm92ur,2,264
juno1ky7sakvpqnhwpvxmhkxd37het9rcxnvf3gs7av,6,854
juno1tk4hkrse0f8hrmc8avwl6l4kjk973lnw4qjg38,5,313
juno1hn0es2776xmyxrp32m3mdhrr9saxlnfp8f5eqt,5,442
juno192mnz2ad5qp4t9k006zsqnp56hyrgwftzqfema,3,845
juno194wkf2dqaldqx3xjqgpjq7hnuv7yc7vjjhgfzv,7,1324
juno19ymqcqesn9t76r6y2yhkz4zlxwlmxe3s39clnu,6,515
juno14ksjgje9ccad5zvzxy7k2amqu55e9g9gmx3vy5,2,356
juno14yagktqyrz8qlc4l5mjkhkurzzp5w8r2pwfggy,3,342
juno14sct6txzyfask27zmgh30s3q4wznew4z8gk4aj,2,729
juno1yte6shpaddtp7t9d5y0umxw60rswsq0cnsm4zf,8,1043
juno1tkvp6yhem77f5cz39yyxhw422tm4qcu50pnj9q,36,1758
juno1xjzk0nxv2yahgekwj6uh2je3698e85c6f47tdr,2,370
juno18332prrzhn3uhavrp0g4muhvh5wpyql7yd3us6,3,869
juno1s3z2296ejkvl283d3670granfsv6jw5q4uwruv,2,331
juno10hncce2cs2hlv7l4djw4syhx0sevdz92kslkme,7,485
juno1mru9ezmxr0zguvmuvqtmuejphhq3gnjlavc2nz,2,538
juno169dycfnavm0386wyf4jq2vvxeak2m02lna6zhc,5,446
juno1j7jf8ke84pnul6mh89v2lzu8r25jhfzpqyv3xm,1,320
juno1gcrpgpha6g9kzy3mtqe7c6rcvk2ju8vs262y0c,10,1698
juno154ljjmx2z2dkf4tehh3c66nd3zpml7fzlgu3qp,1,357
juno1ewwavzq744k9fnymqt24wtlskgqjnwd50gvnqv,4,1265
juno1nvlwyte5v8vt5vqyvpx8str8kyme98zz3qcgg2,1,366
juno1qx4p2ye4uruyeyrqxqtjw7nyedx55nnp6x63a8,2,529
juno1l7l5e5mtr8qn3r3mk2r7742yy9furmcysrjvkq,7,847
juno170vec00lu9a3sewd5qmtaxej49847nstw9ncs9,11,853
juno1u4effq4tjktv55q3rscfplpx2zjdhjdj7u4vs9,2,498
juno1xh5ssfc4kkez9zuj8mk9m2e45ptpp7sf3098uq,2,633
juno1fnhrjf4dk6qh76q44un00yda5f0tze00rycfjj,2,356
juno1elsrlk3as39facc8qqm4xewfarklrr7fcm26v2,3,332
juno16emm9u6n00ks8qnqn7xfx4a850jnmzparwenq8,2,428
juno1nspk38dp76xgd0nxc5em7vsm78pnnz6vm6g6qx,1,350
juno1sqavtjrx224fgdk9az2tt4r64arqvhxx4wzm0z,3,270
juno1lkgzr2np0604dyl3069m8zrkufxw2sdv3uzd38,3,438
juno18aeajmfatzrh4gddpfg86fq8ca0twnyfpn2pnc,6,589
juno1ehdhcx42evhxhavk0sy6ftqqm9jglcsmpa98nc,2,525
juno14jvu5rls3aykutg0fpad2fhlt92yzanrl2ldsd,8,957
juno14agtntegzahz04a5m8deqpvrrvw2er7svxjcn8,8,1792
juno1d69dudy5r95klwc4mqpe6caawzslzq8uahkhls,2,295
juno1w8ptsz0x2n9q2nvq9ucunrddcgje0runj9hw6r,1,190
juno1dwswl2c6uwpuc0e6253phrnlwhm3kewshf2yfh,6,636
juno1a9ksampc282ugxlnwkzxpfwuxxjnhn8zt5wkkv,7,1212
juno1qn7vmh4f04udwzdqxqn65t8xty5mq35q0fp048,3,400
juno1hg0v47sa7zky8ngnzqrwpsecs0sdrw28hs9svy,4,465
juno1a0t8g3zqv9npdecez9wu49v7kgmulhxhpxdg5m,4,555
juno12l3pdardmr0qjxfagj8nr0zfrgw23tdh5z3yuw,4,357
juno15pup5uf57xxq3msv779ycwzkj0dncxjl4jaxm9,1,325
juno192jtny3jayrdd036vswfjrtg0fajqjsetpjtlr,5,838
juno1m05h6cde0yx6gxmw9dyd66nqxpm2jdguyup8mh,1,332
juno1twk0tyenj8qhr4gvrvh4pfuqj3uyanz6f5hts0,6,645
juno122g44kjug2zm2vv7kp7kwgady84urth5q3w63a,6,365
juno1ats4z03f49kcs0n9ef6tnj7ncd6acfvt6a7vat,3,303
juno1wz00ry0m2y8wvgju6genkkf5l57q7pzgrncfaw,2,452
juno1erl3twxayj46nwd8rxup5rnx4sf2pwag9lquwq,1,299
juno1rphpee3wsz92al6pjk7yrghjugc6d0j6eqjdg9,1,372
juno1qwe0nlkvggfceaw9nhyg8x3umwpgt2zy6rds2u,2,332
juno1yh8hv4zswz5u4fwzejmc5y7pewjxg4a6leptmx,3,516
juno1cutnmlgfunc97qgzq5uthaxr36s8h40hm0dn67,1,320
juno1fhya00nlma79csme2pmwfkk7nqa37n2989v8qd,7,710
juno1mum9sexz93mzue6d0ee7znu5cg655a5jd357x2,1,527
juno1fmjq6r96g2utj430jtlqs3cvq84vpg6g2y5dlc,3,701
juno10ezxx5jf2yem4x8e9dslg70tw3gnehj420v68s,1,525
juno1tr8xq378slgpzu87n6xeaa7fpf2yz8ugmpzut3,4,257
juno1w8mwh6av3nu73uqfawns9uz6jjnspzwu838zxh,4,406
juno1salhuxg4zl84l0l5t75kh90pmyupg20y4esucf,4,1040
juno19tvgejam067xqh9j3flavp49kpa5glcuewa9sg,9,595
juno1t5pgfz56lan46rgzkfs4tzg8594v7q4h9s6854,4,1023
juno1zuphuqt2gxdpaqdt3xuldyhe0ag978rjhgxcws,1,291
juno1zsrxgvyez7e4kgwtenwlz6hr7e7ld5u0ksmntk,9,503
juno1q62p445m2yzzydesyj3u38wuw8wcydds3pkgf2,3,585
juno1gt4vzztv0nser0pdxer2ucny7vwewxrltynz0e,1,330
juno1x2rutlpugtxllqkn7ehxcu77r8qeydp224qc80,8,730
juno1qdce5le04cueusnjf4aaclvjcq85wtp7w0ms6c,3,365
juno1wunrf2szckuhv86j0vz8n90mzfk2ckwaxuz2eg,5,504
juno1a3xe2j8vpy36dthq8ux0d9zdyazsdyn37m95zh,3,475
juno17s027yvkulk2xduqcdu9j6sl3ug32qj8qzyzmf,3,802
juno1yvxjmyp3x7e39pyn5spd5s2nxq9ernstnfyvce,11,1000
juno17a6z4l0lfhruxm3ncqyhauz7yldkg4dzx9mgqm,2,461
juno1ycvp9e0p9j8j6u3c23ruq9nx3zpcc2ylhm4m2j,2,322
juno155hk5gdenngh7tjj7795x7te8eh2tjfn4g255w,1,262
juno1yxcllge8p4dwdykegsdzc0dd93ncrdyvhgssed,4,405
juno1pq0wwt5ve43dlgmhuh49x7sjduaa9m48p75ahm,42,1713
juno1u4wf2y2c2zrgxrj4dgsn0lt5gutfnpvughu7k5,14,739
juno1qja7a30ftq4vyqhxy2kw0jdxv6cu8vl9n0x6xp,1,315
juno1ed5rjzxwhtqlvlxvc8waxkqj25823522s40u47,1,165
juno1p6n63nz678nwpesxua35u2tk0pjsr5vq0cpw84,6,357
juno16fwyx63yh65snnrswde2e6t7dej8qzyup30699,1,252
juno1kfw9mcprq9mz5rvterhwf8fyuz0q2sx43d7krx,4,698
juno18tz3wp2hml3hkg065ln58h82vzpycwh8craaqr,1,332
juno1946qch8fjy6vpe53hxz2gfpseg7pzap8jx7h6m,11,437
juno1xrj9hvrheluj5svvda7typzksw7uxut7y4wtmk,3,428
juno166yegy9udvj0j3fztt0drm32sxc5wtwtts9xes,2,337
juno1rexr0svr708gw2nl9x3qmdpxfr88dh8kwvrj0x,3,737
juno1qpzgqj0gefg6v2pk20z7rpnq0qkusjg7urfadz,20,840
juno10vhzusepnuyljct4xsg77wfat0urhefag8ehy3,1,249
juno122esu76xehp8sq9t88kcn666ejjum5g54w893a,7,665
juno1usry6x2n65e8wcp3ejhfgdwl98y4pctk0tuk6n,1,308
juno12httauk05x6djszh6z9h6k2m4acgqgjgjjv2gj,8,288
juno1tq4sva3h5p6aum2ptfz5qjwqjynf7xrnlrdf7e,1,260
juno19w3l7lyvhdcmaz8g2pfne3kjypdde0gyy5knr0,2,607
juno106984z3p4d44rlhex5wtmptfhyk2hsf28m0ewy,3,331
juno1k70gtv8fuvgx3yh045ttlpjl66s5xljs6y4f30,4,397
juno1jem5qmje8wskepea5vy3gzyqxe66p387ujlwmf,2,261
juno193fzh5pz8w49kq2vztmtv4uwamud79lrwtcza2,6,408
juno1ptma2dh7ugxu324m2ya4q2zuxz42ts2m9hhkp3,3,288
juno1vucpg2fngn2pss8ujyw0hu7w0yzssfmx3ha8wh,3,283
juno1dg372gvfs544dlppqm8qedjaavlkvvlcrsc285,10,978
juno1rfqdme2gfz3yca23s3fucxd6wwdk3ra4k7d4l5,2,274
juno1nxmm88uccpf6dg36kzqfmfkw3552gcd96hwmlc,2,407
juno1mn8hkf7jlaf0xnjke3gl29p3lyr5a6ewpq3gz7,3,340
juno1zv35ejks0rdwcxjgm3czk2fugq8ljzny8hda7f,3,394
juno16syk2t7jymy07lek4y7dea4yneekvftgy3r5pd,3,353
juno154kvegl76k7v8yygs29mzktjp4mxmw3vfahq7e,8,403
juno1jyyjmja9jv9fz2q826kqwg7zvujgz6g3e4fc7l,7,372
juno1swqcn946mvgvfpup84msgjs96kx6yejfxwe5h6,1,145
juno18we3lwrj4r4glv4utmpx3xu30zzw7jf6ncmhgj,4,347
juno1mmxquggz5mrgj0p332360f2jp2um7s9t9r0aee,2,369
juno1yscgnwg67uvtxcpw08c0mwukfyw03jrrtxhj3f,1,239
juno1z3c0t8vvxzqhtthsgjsan657v3f0usrj5m93xl,6,799
juno1yfy82r2tkxqy58jsfuezffx2e5wwstksn0djdp,1,265
juno170mnvq98tc6a46sckduss3qeu8n9683k0hdj63,5,881
juno1phtnkj0q0rjlen0v2vmjtekq5zq7p4cfuyf05j,2,295
juno17h7fh0wxc72e8qhwwhk94k2chxrqysyrzu4nd6,1,222
juno15q8u72dze7euaskhmw99nn398cjke4dzdqyqgs,1,131
juno1ne37vrjgxsmjpsuvcv88jdgp05mna2wg723jca,5,312
juno1cgqe36lv24eehkcss4xvt26nsva7waqtdltnec,2,305
juno1u2rzt737ykrru6mz97e7smjlpnfr66e2ptsnf0,3,313
juno1w4g67afpe5svymxa9gltn9dn90vveac2c47nt2,1,220
juno1a9grycnnylu2y8dva8sju527j5cnaya6dz2045,2,357
juno1gtqlqh9ajc386k9deftddj5k5703hlfpyak82w,2,157
juno1r7vsmy3h9uaz2gchfhcp40zspkukp7v9q88g62,2,250
juno1erz6pmeqqxrf2x02pzl9te78ss5xh090zsepqw,5,627
juno19ru0wzt53j7zfz54tecer2n2sdnded6wrjpxaf,6,412
juno1yqlrwg24uu4kg43c44dajfweg53hs62lsf8efp,5,364
juno17m4uf6nph8t9k35wcvprjt3zzgzxqxpxxx2lq7,4,375
juno1q6jr96879wz7j7uxsdcx6fdmwc6de9x5mrwlmh,5,364
juno1vm59gdhqw8k4wvuc0edn6e2vgx58fj7w8uj8m5,1,220
juno178xdjdfhgssgydvxwgc4jgzz8d2fwt79danfg5,2,354
juno16nan3ve4zeeepeednq9ly9pc2judtumreqgcf9,1,256
juno13n36nuhq62p32j3q33z503p8skcppx6k7g5yg9,2,224
juno1nd560spfqy07gt4dvf8r8f6xlmtrw7q3e2lcst,1,259
juno1lu40mwrrg2entmrak2dnzx38lmptkx7usdvwl2,2,156
juno14f96g33z7pmpqtewhfkce5awdathwzp43xfgek,5,553
juno1svl3l7j9my9plaahteygvhegp5ta6zlewjknwk,1,103
juno1d9w8gquzp4ze2u8ncdz2n644v6da2waxjj7cms,1,217
juno1nsrrdnwlxxcqc506mscpxrfd8yhvfxzzfg66ra,3,505
juno1vr2fyn4eqval9zkzeufv9r3em2ynx48vky7tna,1,214
juno15pfsxp9hk20df4mjgqf50fr4ljz842d83x0tem,2,256
juno148jkk6l88g3ldqsdd7fey77lq9e3gzt3lzj22s,1,210
juno142hr5heghru049w269dec5gvp85eduxf655st0,2,239
juno15rpm6hv5nkrx7lj4c79xtudv3g2wwd2fzhjpdf,7,322
juno1zczxd7jryvrrpesdecz5kyfkz8ry478w3fvhsj,2,400
juno195e6ymg7j83esdc7vxveeduu3tgpukkygshask,2,225
juno1uya22lea8x6f2frzz2fhc7pm8au7er8zvxny0s,2,234
juno108ss9dsdya700yjzvvz9ad5zaf4c9tpa7056zf,2,236
juno1qep8f98x5vfad9hv85mcj0kzsuanqref92rv5u,2,243
juno16ffhf4evaep33qm8g5ykn2eutyfzdjaxdw7nnn,2,310
juno1yasekm6nha4egpat485cz9zddkq4cfvet4apmx,1,162
juno1w5lyzrr6xfkh3k7sv9hlgfwch0znkt7ce996j4,1,187
juno1hs6gkw66vw7k9uqkj88llhn2c2x3m3rwrjgfjx,3,325
juno1mdq4lj0w3aftt9p2xzumvfcekh650zry6kzc5n,1,191
juno10uqhxm0ughprk6w35kzwae8e3per9rud3yd8rs,4,211
juno1qcjnv2725hd4l3p6cenvyvt9tdju4ecar8gwlm,5,316
juno1w875kdjh3yxxdurrctu2ze7hjm8mdp9qszfzzv,3,258
