Address,dragon_count,Balance
juno17jk4ecs847v5ddkqd28jexmsgecj9j6dcejacs,10,223
juno1rxaqu2dr05pp3rksr2xjce6k9q4ctujgsrdner,2,62
juno1pyk3c7ghjn4p9y4xc9ffyxeqd9en60n7rp7nsu,1,32
juno1wv8s3cflrukukpe8wt0t246ewamshqlnpw2pfa,2,46
juno106rjzjxdp4m4a8kt0laafjwd8nghauq5t6sczn,1,33
juno1vun0y4756z86hu4836mfwqxn5dtkf63c4j79aw,3,76
juno1ga7wuzjg5kedwfyr3tyn0n2fssku6z89wf564a,2,63
juno1s8w08lhtpcmn0p5sxykwhxcy4r92j2097x2ds3,2,65
juno1vs26kr6cwtf66cfe45ph6cyhe29u3lx6jk3l9t,5,138
juno1x0lrmmvytu2wn5458x72zx4x70qphagfjk2q2d,2,49
juno17rx4caclnlkqwlkq4hq3aq0cvj993pnf7mgfqt,1,30
juno15yj9pyj3jh7mvl2eyw6wy63q4a4xp06fap2upp,3,82
juno1psl29hcvyd5svrn5v4pptcltc6pstxg452ga89,1,33
juno1xlw3nlct8t5j0af4lxzatd8g4ezpcuezlzng8k,1,31
juno193epvynwv7q9x4qsvu2ct7mz54n4ya8g6z8zys,1,25
juno1jv82rgvz8n9lm3p05sagt0ruqleacm7u5lgnvr,1,33
juno12uxng5gtu9lt0fj4y47yk2zuelgv9ec40uwlv9,2,61
juno1uezejr6zl5xmxl9ntc98x9dnv0p3w7dt626a0c,1,30
juno17amvfwh40qmhwkrmqlrkwenvw0zgcqa9v77dlk,1,33
juno1vkfwkptdxpzatx96a3wn3fc64j8susdt2se6fm,1,33
juno1zxjh84h02j7g2gufy3dl7exhma0c6acsr85k5x,1,30
juno1khgnev0l94jsnp06kqvn844juxxlw456ez9efv,2,51
juno1jwgjzjq72nhhmzvmd9vjl0a5c92uhgm0xx9fxd,2,58
juno15u774t0mdg4q8ztrjwdc6znfmws34l58k6y58w,1,30
juno17dkz4jrgeznveelj24jmu4rqklklulv7y75lxz,6,132
juno1c2778h46xtcy34n8zmjexvn0jdxxtu9m6vph9c,1,33
juno1wpsvq4wwvpxlye2ma9ssvnk7ruek3j0qu3dxp9,1,30
juno1rfhg2phq5948h2emcvanm3zx6vgrcvd063zev6,2,49
juno1rhhx2my0xt9fupy2g2zfasukalrtjckyf77uz3,1,30
juno14ua352jpdcjmhdhkp2qfn02wpr52q8400yxnlp,1,33
juno18suy0jm3fzwz43xmlpl4tcv502nrhq22pn6rgn,3,69
juno1lk8w9xg0lct92evnw7099e04rtnj5rx4f2us0q,1,32
juno1zsc4mahd99g0300an0w8g6gusagqal0p649wkr,3,64
juno1zcl7w46n05km0mlny79lx02v6hf732ca3h0l7k,1,32
juno14n5syhlfnvn527xqxs5hsw9hgm4x8up4qdmksa,1,32
juno17lgev5sdq7r25gtjpdgje5wuug3tm9kddmccwk,1,35
juno1sml5hr7psjmf9r3rwq53604p5garg5vmnvf7xk,1,31
juno1022d3nrpjexvuwc0jnnfcu6h08luk4t9xx582e,2,61
juno14qc4rmffuymfm0l6pzyzn6emw9g348ac7w42hf,1,31
juno13z375wm2hhgw4067aa6jfng3fjxtf0dgwsrqah,1,31
juno1ckajhkne2e6us7vg3k9tdyua59y4qgurdew4ym,1,31
juno1hkgdcua64pcuwy88n548wggv0eefgy3uzc6gfh,1,31
juno15cy8nq5ntlcrakjfd3m3qkscpkwehe9fnaj9jw,1,31
juno1y6dypzz8ked22lpafdmqtmatzn6a3mvgqzdrjs,1,31
juno1ughrlsnpgdhx8x7ty6mlgu74f8xxr4ms4glnwu,1,31
juno1f2pjjqr39mtmvakvspskngnfcnnnseyjnq8eqy,6,135
juno1e3xgextw83d6dtud5gxz9wrnn4y9rjguw0y7nk,1,31
juno16dqtp55g5qe084qaet7x6n5cg9rz9cq2kn2ttw,1,31
juno14v5appz60mrv0e40e5qmcmjafwwr9juxtaa2jk,3,78
juno13sncs5mj82ma8gq6uhw2kywrjj4jg8juefv8m5,1,30
juno1tk35qpxpn92tel38rz6aten7279xgy0acppmxp,1,30
juno12q5ltdjw76xv6vml22ylrdm97akpmmh5qtjgkv,2,51
juno1lq8f2s2xvn0urcdn7kmdpjsc2rv4audsm3at6f,4,83
juno1snjj9w2kxqa28hv0devtr7nn3xz5ep26n7enyn,3,62
juno1kmfkul74uvzzezpgga2h4u00zxnc77x83th9rh,9,158
juno1cn4dgfj90kh97ag698tlz2ecdgq2x2sse79aly,1,30
juno1u40ygektvwyjexhd5dx6xh9fwf9rf0f55980m5,2,50
juno1qv23lmsjg0ds6a3wsnjprvu36kwd8f0r99lakl,1,33
juno1xk5sgh2p30wetnp9xl6nqrwvntjz9gft3pat94,1,30
juno1se69tme9tsvrhw3f4m4m782am4swdmd9824np5,1,31
juno1tdt299s2ujq496jgqvhw98u8r6vuj2nste02m4,1,30
juno12navyvklaf4m5r23nqa7erueq688l3mxfdxx9p,1,30
juno1r09sqlwy7aln8ylxk20rslcv309e9wec72q9rh,5,92
juno1ssd0el3h44ee58nftz0ps4wnxc2sf6umzms27h,1,30
juno1p8ljzm5vdxu65h5vn28du94wt260tzezr444ye,2,46
juno1xxzc8awwllqq4waxtej8u8vlyr89lmuyx2xwtc,1,31
juno1am8r76plfr2ntfzckn9ky6f8fwgsyrxq068es5,2,43
juno149pnl2jwrvqr428xgdkqdjhlxsgy7xzr3zmvtp,1,29
juno1p990p3uapn24ve22tggm0zshtqgawcs64a9qgj,1,29
juno1r4495uasjw0yfs5ua7x35sadk6gdleyl2s5sg6,1,26
juno19lmsjcgw3yhwx7nq4mq6xkv9zy04q6uy0ca9jw,1,29
juno15fwmdhaavpavv3rzh9390le3pwgretgs2qzk3w,1,25
juno15gpfaef0s8xrs3a6sn0yclk55gq4vmdy5869d5,1,29
juno197hn5n7stze30unxd5dfcyckun0jj5efz94edr,1,31
juno12d9a2czky72k567v39un2fwj42gpth5nzhnuz9,1,29
juno1laajngxl3ppdanmejquf80rpwle0aawnlkl83t,1,29
juno1lrgssf4x43s2wv867nqudhxp4nwc4uhg65eu64,1,31
juno1mvgt2mgadtn5yl85eexzzyr93nrfpd3vqqxq23,2,54
juno123re3sg8tgmrfwnwr49fwzhj267fjtjzkaydhy,1,30
juno1j4cu4a6x7g458xgxfvcxz2rp9tlgw9d07wzzpm,1,29
juno13jf5rydlspl47zs9yzt30grc2u6m9ft337ac60,1,29
juno1yyx3cf04ewhw0dnkgq2gmgfap3avrwumr8rcff,2,45
juno15c6t86403errk0w6dfppaaq4ercanek3ggsl0v,2,45
juno1ytlzrp9rwq84v85p7rs9k2vzv7kkw5g0xlvmwq,1,28
juno1n8amjg9xvjlp2xup6nhewpat6m42tjsc688tzh,2,51
juno1fk38rjecert9mpcvq26jwdq7vwfwr87754v45p,1,20
juno1ur55p6stnwmvgv83r9jckmfd7mfsfxcq7ze6u5,2,44
juno19ps0avvwlucrh28appvck6ccl4wuxp2mhn97t2,1,28
juno1lanugludhkxz8a660ft7680a5p0qqlqu5ycp0r,3,63
juno1vgryc9wvm6f3lv4m868t08kmhunahnu6fh3jqs,1,28
juno1u6p09sra0mwyyg7dxqj7mr5qsfe9dn7kgh0656,2,47
juno1h0ev4ztap0p68q83dnrheeg99magern49tzzww,1,28
juno10qf56dz049fxdkqwhffzrlffx7hksklte6adgv,1,28
juno14x8f347h4jvl9574fzl4v7z8etys4jsjf3mkla,4,108
juno1cmjmzm34xdcqxc0944fzgpxs7pqhmfktez2ru2,3,62
juno1kg0tf40g0dp295qelnfzl6lyzpeyg5aucvvam5,1,25
juno1rphe0x03v9cxhnl7klj2gzt9qzk3j64x856crw,2,56
juno1srung7l9l809typewrylkm9nagdxydun22rams,1,26
juno14aserh4x4u0qgc6m6xdapjk2qpyy54cytawmmr,6,110
juno1394dacvwq9xv82j9schaa69x4a3f05w9ep75eu,2,55
juno1tdw5ynww9z5ga8x7lxst4qcw50cgjxn5q7ag27,2,53
juno1k7kg4whf7ddafk60mcjh54ntpz6gujfc2ewj55,1,28
juno1q7v4yhf8hahvz4kcsclpcjvhylz4rwllfd6uz5,1,28
juno1lemd3ne4lsjhrscd98h6fg7rllnjvewxgnyhpq,1,29
juno1wfm9ltyrw7wme97jlawht5f5g8875p82xwn6ny,1,29
juno12hjact0yxkdjar7mzx4dcmcpq7arts4hx8pmjg,1,28
juno1ntgm2g4vhks7m0uvv632ztjg6atujlavm6s27s,1,28
juno1fxyvtfu5rvhnuwarykv6xtxc5f837rczt7lzvd,3,62
juno1z4369ur45pn42ckvcn90g73w5r7rr5tk4yler5,1,28
juno1ud8n3f507zkhy9yfwk88p8hwwkxjyp0yen27f5,5,92
juno1pg4xwgnctxs8gyshhvz5dczd69dv430004vkmk,1,30
juno1m8k2ju9unjk2rg27kfetce3z3mmwaq6swrux0f,1,28
juno1tmutfwnhqfnkgthajmv787wqtmzt8gt7y3dufn,3,59
juno1cz2j5tgth5pg3masa68798s0dfgnglkapv367e,3,77
juno1u0s5srpz8l8nwly9n7d6jpdtsan0wn9336shvn,1,28
juno1dcuffk2efqtujxqjhwcpn90py305mnfuvqn7yy,1,28
juno1yxny46c4cjdez85r5kwe5d7hd2le7xtneyqdzt,1,28
juno1jl8fdjxgmh8ge74tng29u04w95yj25kkzu82tc,1,28
juno1ptmuhhu98396s3y8kw0lz0yapygyhw7ydq7pvj,1,28
juno1c3m68803k2dw9a40e0vjmw5fepzmnx3wvnl76u,4,76
juno1am3axjtqqfd46pwky8hmax7hlk2fv4aftjcj6n,1,28
juno1fmm5en6vsph7tjs097q7vdxqw6cuf3633et6ye,1,27
juno1fxrcezu0sy3tgs7l6za2m7p56z40ktcpeh9gkh,1,28
juno1acnk4kehkxs8f8w4uc6husp8nfw32ha02qnddp,1,27
juno1xpcd86e7fqfhx8c7y6rdw9hkgvmpm6sywmt5mq,1,26
juno13n592awulrt8e9n34asalyez0r6mqtw707fya3,2,45
juno1sj22dq687sfs2fu0sg592utncx32ksr9nta8zq,1,27
juno1xcxg4ek7qvxxlrv7qc6jeulf72xydpfvq4aq99,1,27
juno1zqfvmmgvfyk2effgytn5wr8rp0za3pqx0f85c8,1,27
juno1tfelcymzgv8kyka44rqq58zhpv90mg6yt07ejf,1,27
juno1c39egnwhlygrze3zke5pmm44e3jev3au7sukk7,1,27
juno1c2sxkflgts94v7lkjf7x9eyajxp9c6aa6g5ded,3,59
juno1ddr2enfzp5q6vvlgytyrd4xjp0dvdz9xmuzl37,1,23
juno1djp69ydusza8jw3aunpg3v90h2udvssv8tkf87,2,45
juno1f0ekfwt87yzemm50jwfnagzm9w7mpczncjee57,1,26
juno1t4arx8aln7gxteqhgymxdn77vzmlsjdjysmp00,8,134
juno1wkmzk7cds2dwe6nns8g54k9wxns2pdlygmecxx,1,26
juno1ye86kfckduzrrqlc5rff4zq26sm2teqmq5t4qm,1,26
juno14v6mn8d4vwtw0af2e9l76dlyjr04mvxww4fqye,2,41
juno1h0lj505gzgqp67nvuk03t5fswhjwuuezleqm4w,1,26
juno1qnqwxazzha6lsx2rs2gewu2337uha5lz24ep49,2,42
juno1tuu6dywcgxxez4hkuys7evgr73e88ja9h7wssu,1,25
juno1n773hj4w25m2t2y5j3e7rradpqedrgghlhl3xm,1,25
juno18j0ruf4ml43mhepy66wa3mm0huwula5vqkwudg,1,25
juno1emcwyp9ltuv52jguayvh9v3xk97lxfrywqz5gr,1,22
juno14yfewylhuvntjl6hrrnna26d8q2wzdqxrq0sxv,1,25
juno15hl0mha4slj6s6u05eld8adxjwv7ta4dj9e7ju,1,24
juno1srna7sd94yu334wvpja6a62e30rqyypkcapm7y,1,24
juno1k9ajkanmt5pzsqnmtyvfecgr6kxa36pnvsrpgy,1,24
juno16sj3dchtptzqh9rm56g7xfyx2qyjyekfc57av9,1,24
juno1w9vguhuwn2pa5q74zjx5xgpndkq8efks5hek26,1,24
juno16xlyfaatclw9gpyhnfx0dyratljxw0p5qyrc9j,1,24
juno1vyzkax4efs06rgtfexhrvvtldcz5a374x57w7y,1,21
juno1l658lngke5dndaycm8mh70jm7p9mfhhn343rtc,2,36
juno1w5l8dxp3ncvyf5mqfaal35cppughwhzhqdpxu4,3,56
juno1juf4ycuh0vjx0ufrdrdz9h23rlyseck0s6z3a6,1,24
juno1wxf7ndra5ujgc6xxsprxkgwhcpg4gnqsahq3nr,1,24
juno193mmplhz4y2qfj5kdh7clhx4xck83qvmmt04t4,1,24
juno1722vv36vjxa9drvhz4rze3acjds5h89jeea3lg,1,26
juno16t3tuhd9h870qh00s5jwav00d5mzmrapg4zk6f,4,80
juno16dsfmqs7wkra4rn48x9qgrj0anjxctr5n9hrcx,2,40
juno19tywuyv9rlh5aru6w2pgqzjkvjsvysc3q5u55y,1,21
juno1v398x7vk3jxdlf6463dnsp74hju5dsyxmc45wg,3,68
juno16m95fhw29lleaz84nkgffae37hykl0kjleuyr5,3,56
juno1p2dp8meqm2gelxx4m3v029d2f5gz3gst6dv96m,1,24
juno18v22ze78g0pnnuktjwjqgzqn5a4ldfsqtvem5g,1,23
juno16d33ht6cwcl8hy62jy542pn2q637xzg500fwl3,1,15
juno1jrh9snyer9fmz0d3arawyd7dhvlrtpdf4xkn83,1,25
juno10ym4mz9zxux0uw74yt29thklk65v54474ls4d7,1,20
juno129a83xaf3u4rdhhsc86cn2sfk47gw7yemkge66,1,23
juno1vmw63s8gd5ej3kenfme9rjxxf92k27e7n0ksug,1,23
juno1g8965ma6xsh2f59w6xt79k92es57r8q80l9gsy,1,23
juno1ysggerkd5yjgu2gcmrymlzsx0m550jn07uh008,3,55
juno1a2emj0c339ppllnlrwpp6w48thsdw0ymd34x0s,1,23
juno170zlyvtfx9gne2epdjut3jrlmcgnurxjukdklv,1,23
juno1vlxdg8dkt84pnta72gj97y5dlwk09uy97fl7ez,2,39
juno18ufmxzken24qf7745dy7azw0tfd7q6e6p6a9yx,1,23
juno14agxjrfwwazh2ejctar9rts7d76qvqlff2zahj,1,24
juno1y5qy0wr4vd6gtuwy3cafl5v6c8ff6y2rdd3zl7,2,42
juno1zsld98llarwz7y4nwvftkxphcn9nj9qsm4qxja,4,71
juno10tgsx0xza7v4kaaw23cyglcpr27c86qr60ckqv,7,121
juno1zeydux3xkdzt58s4pg84cekjm8p6seulq8pv4e,1,23
juno12hv0zzzhw3yr5cdmsvev6ygf3xe8v82tfct3ks,1,23
juno1c66nludlp48pw2cfkfhe33rkvekce3uwxu2su7,1,23
juno17ephyl7pxx7hrauhu6guf62z7nrtszj22gyve4,2,42
juno140uymfdx9qya40q3dye6057srrgx2j45fqr7hk,1,22
juno1djz83njj53f2zprf82wuqxv64razmazv9stwl9,1,19
juno1wwp9mm36t7262hrymdl5u0p0kec3rdkfk7tfmd,1,22
juno18cy58kvekmfevha8x90vha86tw7s63jjdyslww,2,27
juno1ky8n3u4ckdmuea9ueqxy4txg8u2cn3zadwtwpj,1,21
juno1y8508efl4gakxqp2kknl050cfxwsv0ucrzzdrp,1,13
juno129thy8c0tz3tcuy2sqh4z0m2ku2pcx72sd0d8c,1,21
juno18g7sdlgs7eqw2pe6cydtwzhgvpyjgelzanvg82,2,33
juno1kr8xz6vz2emxhl3mtc3wpdrx47y0ue8sz3yxcf,1,20
juno1wwr4868mevzyytn9828utlqkcctd6yrht2gw63,1,20
juno1qca8df22rxup35r6ud4amlfhlw5wc73dnxfrtm,1,20
juno1v66lnyk93gc8gqusfl6xxqp80v9s8cfpewv8ks,1,20
juno1zk26hc794d7kv3mf4nxmehxe4jfu8sssespwkw,1,21
juno1xkn622n8u82uxymvjnaul478ywqd96ahc5ytpu,3,49
juno13un0pnduy7gw0c6ncjkqazm2xd98kz02pnyavw,1,12
juno19qmwhpqttxfafhxrfz7w5zmydc0sg5jqyxheky,2,36
juno1ec7c7hchkm8vhn06hsjcj35jmstj7u9aaqj9yd,1,11
juno1jke9na52f2jw6msvazn0z6qe4r0e799wuccvsc,1,19
juno1nxvpcqmz2qjykpukqpz9wml0ap5ahl7j33n4v7,5,78
juno12h0hympmykpt8j5f05z6mxwsa0wam3d5usrvrz,1,19
juno1hyu005kf56tfxnsrr5kgj7e49g0y8utp5vuk63,1,21
juno10f4cah48ukazdz0cj5q7fmjpqdanh9nm3rtqsl,1,19
juno1kveynlnvqg830ghtaqqukuh0ttlg2yvpda70m6,1,19
juno12tvvnfgvfcjcr56y58c4p3k60cv7w98999vqx7,1,19
juno1lml3nsx6sv4xhjddk53gzrkskxy2c4k7xah7uz,1,19
juno1yy2djhkd36cfazkgp7u9vh5gluu65qy47ndhg3,17,272
juno1grggpfq0l9ef0pmlaeutjhtyae3u52u6nw0zuf,1,19
juno1vet3dqxnls8l5walhj7enrprkarzhnljyx3fhz,1,19
juno1tefauu83mgyjexqgyc474vaywpqg2j7ljt86y2,1,11
juno1mph4ut6tqjjhswd5kcwaxz2tc0wwv4k8ez93er,1,19
juno1ruu0lvqz6qnjwdv2sk5q7p8vpqcvq2w2ul800k,2,35
juno1dp4zax2lap8gwsvetfzw2zpv70fhcdwe0stqzs,1,19
juno1lnucevfd8trjgwujssudcfqs3jecwk9gxg0anl,3,47
juno1qcvht7ta3nvckjamgrdvrnllae6zztvqhv08nm,2,35
juno13s7vekg5x3ycj9d5lus4mgh8fh4zylvsk2a2lt,2,37
juno1u2wzhwe7jfeskhg04r40z7380fyp277wzp0rkh,1,20
juno19rrr83gm7ux2zkykrtdyeu9fvtftte4y9t03gk,1,20
juno1xwjzzc0vkk4fh94xhkmlvxjtl7mzskvzs32nh7,1,18
juno1en2mt3xumf99jwsh4cy565prkevkmglwpw263e,1,18
juno17t7p3sdyef42yufs2gjy6fdym9wvy0c9xwltsa,1,18
juno1nawy27yr93d5apnav500e4tdr522lwjvhgpgz2,1,18
juno1xnyz8phfsru44klvpl067fupf5zaknxlnq794q,1,15
juno1cwpsxlagykep7azyyq59jk5atju3qerwuuptev,4,66
juno1w8q8ugz9tclmufe3t0p0hf5hqmfrpspqudvwzf,1,18
juno1ehu9fkd27jqyz7zuq0yu86wjcp98hahayqh89a,1,18
juno1kjj99sfrwwh2qs7myx9pl3395ewurllnuzsev0,1,18
juno15fmjkrj63vs0fcgh68583x5ppx4wkudvwfaw7k,4,60
juno1nmlr5ucma869tnwtkzwpwnl54swxv0rncdn6s2,1,19
juno1x5mtgrwvwejwvmu2jujlr63hn4q2j67d0yfnfl,1,19
juno1pwfgfm57w5sw0svxgera8qyefkg9jalu60493w,1,18
juno1v297qgu9luvyt0gtmjv2k47fz3pxtd2zf3lx6f,2,34
juno1pmlnvj2l6yyde73jh9s6jvydl9q9peauyw992n,1,16
juno1fwhlxm9p8eyynldmgpkpqszle7ey7xyuwkp8ua,1,18
juno1ut57tveflj62z32a84zzfp3u26q3rf0de8gwnt,2,34
juno13l9ph442yjtejq8rj58rpjmkd7lgct4vmsf4cn,1,20
juno1hyr8yam6ftva855pypa3vqauwzjeqs7weghad0,5,89
juno1feg3kdcsdgkzsg7l3usgh6t7vltgk26fjuzchz,1,20
juno1579dske5cp36a0rpqrvr5my5v3vswv2606vc6c,2,37
juno1ynhdp754ksg6uaf2y8nr4j7l5cfj8sxwvus64w,1,18
juno1ukja0h075gd22x35km543fxe88gagvmr2kkr34,2,34
juno1qxqvra652dxrvdsxd70szxjktczhnn3r4vpqrs,2,34
juno1cye222ce7zyn9gp8wpqqdrdgn3hc09rpzdf4h4,1,18
juno1ducvtm9ug2ehg9j73gvcaadnnzarqfvctrghhx,1,18
juno1u8axjrm757zg8m9s3748wqa7vkg8g88llmt6js,1,18
juno1w2h5sudqc9zkhys6uyqqg7pmkyt0j5g7x5ykmj,1,18
juno19s839fk4cyk784nsrduuzchywcz9t9kgppgmj0,1,18
juno1d8xj5p8s3580uvqxlj0242hk0met9mcuh2dwq6,1,20
juno1ssemukulgy54vnpx0c74a7dhz63ml5hcfksdtp,1,18
juno1zph5dx67fxgdz0lh5pa2erwntuqeejvjag92vq,1,19
juno125ax3as6hzhc7j3syrmn9r8208444yyjm0vts9,1,18
juno1sl0s4wqm2uuj5m2luzxduuhzf8vch56wz25l7j,2,34
juno1zhae93zee8mhvwuy98dlmh8prphnda6ufn98vm,1,18
juno1zv7zlt3ysxjjvg8z5dfmhdg9us4x400pqwrh88,1,18
juno1l2asmtm2ewxcff78hs49snhram7ctgyyt7mpkp,1,14
juno1zh7jmkpej65yv6rh4amvh8nyj8nwzcdk2mprjm,5,68
juno1rf6n4z9gv4m3ny6cqsdn5xwpnygra6z2s633rw,1,14
juno164qf3u2wrd2vcenw73g57fuzrzhvtv2mw22hjt,1,14
juno1fd0lr73uezu728688tf6lhx9sf0pgs34ey3h32,1,17
juno1xe5e4z5xgzzd7ytwmlrf93uqvfdfmgere70vl4,4,67
juno1n4qanev6djdezsy4y6csvwdmh5gh4r36qd8fc6,1,17
juno190l57drswnl6gq6jmmy035asfnk7qy83r52e95,1,17
juno1evq9h5mqxxf2ltzyw8aywce3pz4g6k7au690cm,1,17
juno1j3t0f6q4v2cta3ghm9kh7x8a65kcq0t3fqnyk6,3,40
juno1peml9wlgz53vc9m4e622wvftv6tccld2av5pnq,4,61
juno10agp0plff55wx97jdcn76je4tsjurdcu3jmu58,1,16
juno18qq45c4acegarwjkvajhjtsdx05emqkgdp4mw0,1,18
juno1x6n24s0lf48w6q664k9aaspqmn7ecp9ac79cqw,4,63
juno1a5njucgvhnt34eem6l9nvtjne2wy02082wl4uc,1,14
juno1c9u77sdtcnvg6005lydkgvgu9cuzka3tckgxqt,2,30
juno14gvwn5ue4rw290jzvxxl9j4fku0x7ecthzkxqf,1,16
juno158sp7jjtxkakhalfxwx5aa7r4mwq0q6zpsgtk3,1,16
juno17l4gp2py9gkd7ja6646cs92qwp37awy4f80pad,1,16
juno1kqtu5swvgzqqe6es7l6sj82swg7g37l5w8hzm9,1,16
juno1aqvhvr4h47nxrpsegqmjdkc47752dszcgudfe8,1,16
juno1s5a45wvw0gkll07hzzmenfscd48ff8z98lhge0,1,16
juno1yp7dgedxrr64kcjraul9u7ycnwlufppfn78d04,2,32
juno1wsned0sfkxmncqxu3lsa3tq2wse4rtagmr6sz9,3,37
juno1ahm6njgc85te9sw6jqfw2r2e559mcsundutzxk,1,16
juno13ss0tzdmdy2f5fhy7snvw57er96kpq7jvh9fzq,1,13
juno1gc0ghzj0aq769k40na56znzgsm7xdl64cf550x,1,16
juno1dz8eknvulueyrtwn0scyclhwczjjcpxlf7nzt2,3,47
